,MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnit1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemapproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Target
1197,1,-1,1,5,1,-1,1,22,-1,10,4,0,0,0,0,0,0,23,0,0,3,3,2,10,0,0,6,0,0,0,0,10.8,1.4,1.74,0
1198,1,-1,1,16,1,1,1,1,27,6,6,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.33333333,0,12.7,3.7,-1.7,0
1199,1,1,1,10,1,1,1,1,14,5,5,0,0,0,0,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.16666667,0,10.8,1.4,1.74,1
1200,1,-1,1,6,1,-1,1,1,14,6,6,1,0,0,1,0,0,23,0,0,6,7,6,15.57142857,0,0,6,8,6,16.375,0,12.4,0.5,1.79,1
1201,1,1,1,-1,1,1,1,1,14,5,5,0,0,0,1,0,0,18,0,0,6,7,6,15.57142857,0,0,6,7,6,14.71428571,0,11.1,0.6,2.02,1
1202,2,12,1,3,0,12,1,22,27,5,9,0,0,0,1,0,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.16667,0,9.4,-0.8,-3.12,1
1203,2,12,2,9,1,1,1,13,27,10,8,0,0,1,0,0,0,29,0,0,5,8,3,10.66667,0,0,5,14,2,14.8,0,10.8,1.4,1.74,0
1204,1,1,-1,10,1,1,1,1,28,-1,-1,1,0,1,1,0,1,20,0,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,1
1205,1,12,1,10,1,1,1,-1,-1,-1,-1,1,0,0,0,0,0,28,0,0,6,11,1,13,0,0,6,12,0,0,0,9.4,-0.8,-3.12,0
1206,1,-1,1,9,1,-1,1,23,28,-1,10,0,0,0,1,0,0,27,0,0,5,9,3,12,0,0,5,11,4,13.625,0,10.8,1.4,1.74,1
1207,1,14,2,12,1,1,1,22,-1,-1,-1,0,0,1,1,0,0,22,0,11,14,14,12,12.33333,2,11,14,14,12,12.33333,2,7.6,2.6,0.32,1
1209,1,-1,1,3,0,-1,1,22,28,-1,6,0,0,0,0,0,0,28,0,0,6,12,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,0
1210,2,12,1,4,1,1,1,22,27,10,10,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,0
1211,1,14,1,-1,1,1,1,22,27,10,10,1,0,0,0,0,0,32,0,0,7,7,0,0,7,0,8,8,0,0,7,10.8,1.4,1.74,0
1213,-1,12,1,12,1,12,1,23,1,10,5,0,0,0,1,0,1,35,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,1
1214,1,1,1,14,1,1,1,22,27,-1,-1,1,0,0,1,0,0,21,0,0,5,8,3,13,0,0,5,7,4,11.5,1,7.6,2.6,0.32,1
1216,1,1,1,12,1,1,1,3,28,4,8,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.37778,0,16.2,0.3,-0.92,1
1217,1,8,4,10,1,1,1,13,14,6,9,1,0,0,1,0,0,18,0,0,6,10,5,12,0,0,6,11,4,12,0,16.2,0.3,-0.92,1
1218,1,15,1,3,0,14,1,13,27,8,7,1,0,0,1,0,0,22,0,3,6,6,6,12.5,0,2,6,7,6,13.28571,0,12.4,0.5,1.79,1
1219,1,1,2,12,1,1,1,1,1,5,11,1,0,0,1,0,0,19,0,0,8,8,7,12.76429,0,0,8,8,7,12.76429,0,10.8,1.4,1.74,1
1220,1,-1,2,9,1,1,1,13,28,10,8,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.16667,0,13.9,-0.3,0.79,1
1221,1,1,2,2,1,1,1,-1,1,4,5,1,0,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,0
1222,1,1,1,12,1,1,1,13,1,10,6,0,0,0,1,0,1,18,0,0,7,7,7,14.60429,0,0,8,9,8,15.68333,0,11.1,0.6,2.02,1
1223,2,12,1,17,0,12,1,13,-1,6,4,0,0,1,0,0,0,31,0,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,0
1224,2,12,1,3,0,12,1,1,14,-1,6,0,0,1,1,0,1,33,0,0,6,9,5,13.83333,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,1
1225,1,1,3,12,1,1,1,13,28,8,8,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,1
1226,1,8,1,10,1,1,1,23,28,8,8,1,0,0,1,0,1,18,0,0,6,7,6,15.14286,0,0,6,6,6,15.83333,0,12.7,3.7,-1.7,1
1227,1,1,1,9,1,1,1,-1,14,5,4,0,0,0,1,0,0,23,0,0,5,8,3,10.66667,0,0,5,8,5,11.6,0,7.6,2.6,0.32,1
1228,1,8,1,10,1,1,1,23,28,6,8,1,0,0,1,0,0,20,0,0,6,11,5,11.2,0,0,6,6,6,12,0,9.4,-0.8,-3.12,1
1229,1,1,5,12,1,1,1,23,28,5,9,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,1
1231,1,1,1,10,1,1,1,13,28,6,7,0,0,0,1,0,1,22,0,0,6,10,5,10.71429,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,1
1232,1,1,1,10,1,1,1,1,14,5,5,1,0,1,1,0,0,20,0,0,6,6,6,12.16667,0,0,6,7,6,11.66667,0,9.4,-0.8,-3.12,1
1233,1,-1,1,12,1,-1,1,13,28,5,11,1,0,0,1,0,0,23,0,1,7,8,6,14.35714,0,1,7,8,6,14.35714,0,7.6,2.6,0.32,1
1234,1,8,2,15,1,1,1,3,1,5,6,1,0,0,1,0,0,19,0,0,6,6,6,12.83333,0,0,6,6,6,12.66667,0,16.2,0.3,-0.92,1
1235,1,8,-1,12,1,1,1,1,27,-1,-1,1,0,0,1,0,0,19,0,0,8,8,7,13.92571,0,0,8,8,7,13.92571,0,10.8,1.4,1.74,1
1236,1,12,1,17,0,1,1,13,28,8,5,0,0,0,1,0,0,26,0,0,5,9,2,12,0,0,5,9,3,11,0,10.8,1.4,1.74,0
1237,1,1,-1,12,1,1,1,1,27,5,4,1,0,0,1,0,0,18,0,0,7,7,7,13.44286,0,0,8,9,8,13.74444,0,16.2,0.3,-0.92,1
1238,1,-1,1,7,1,1,1,1,27,8,8,1,0,0,1,1,0,18,0,0,5,5,1,16,0,0,5,5,0,0,0,9.4,-0.8,-3.12,0
1239,1,15,1,4,1,14,1,23,27,10,10,1,0,0,1,1,0,20,0,0,6,8,6,13.125,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,1
1240,1,1,1,14,1,1,1,3,1,5,5,0,0,0,1,1,0,19,0,0,6,7,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,0
1241,1,14,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,32,0,5,9,9,5,11.4,0,4,4,4,4,11,0,10.8,1.4,1.74,0
1242,2,12,1,-1,1,1,1,13,14,5,5,0,0,0,0,1,0,31,0,0,4,12,2,11,2,0,5,9,3,11.66667,0,9.4,-0.8,-3.12,0
1244,1,-1,1,6,1,14,1,13,3,10,-1,1,0,0,1,0,0,21,0,2,6,14,5,13.66667,0,2,6,10,5,13,0,16.2,0.3,-0.92,1
1245,2,14,1,17,0,1,1,22,27,5,10,0,0,0,0,0,0,31,0,2,6,10,4,11.75,0,0,5,6,1,10,0,12.7,3.7,-1.7,0
1246,2,12,1,16,1,1,1,22,27,6,6,0,0,0,1,0,0,34,0,0,7,11,1,10,0,0,7,7,1,13,0,16.2,0.3,-0.92,0
1247,1,1,1,10,1,1,1,13,14,10,10,0,0,0,1,0,1,18,0,0,6,8,6,13.5,0,0,6,9,6,12.83333,0,11.1,0.6,2.02,1
1248,1,1,3,10,1,1,1,13,14,10,10,1,0,1,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,0
1250,1,1,2,16,1,1,1,23,27,6,4,1,0,0,0,0,0,18,0,0,6,11,3,13,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,0
1251,1,1,1,11,1,1,1,13,-1,5,9,1,0,0,1,0,0,20,0,0,6,7,6,14.83333,0,0,6,6,6,16,0,11.1,0.6,2.02,1
1252,1,14,1,15,1,1,1,23,27,10,6,1,0,0,1,0,0,20,0,0,6,6,6,11.83333,0,0,6,7,6,12.85714,0,15.5,2.8,-4.06,1
1253,1,8,3,14,1,1,1,23,28,8,9,1,1,0,1,0,1,18,0,0,6,10,5,12,0,0,6,11,5,12.33333,0,11.1,0.6,2.02,1
1254,1,1,1,10,1,1,1,23,28,8,9,1,0,0,1,0,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.33333,0,7.6,2.6,0.32,1
1256,-1,12,1,-1,1,1,1,3,1,6,6,1,0,0,1,0,1,30,0,0,6,7,0,0,0,0,6,16,1,10,0,11.1,0.6,2.02,0
1257,1,8,1,10,1,1,1,13,28,6,6,1,0,0,1,0,0,19,0,0,6,6,6,12,0,0,6,7,6,12.85714,0,11.1,0.6,2.02,1
1258,1,1,3,-1,1,1,1,23,27,8,8,1,0,0,1,0,0,19,0,0,7,9,7,11.67778,0,0,8,8,8,13.8,0,12.7,3.7,-1.7,1
1259,1,1,4,12,1,1,1,1,27,5,8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,1
1260,1,1,1,6,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,6,7,6,16,0,0,6,8,6,15.875,0,12.4,0.5,1.79,1
1261,1,1,3,10,1,1,1,1,1,4,4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,1
1262,1,-1,1,7,1,1,1,13,27,10,4,0,0,1,1,1,0,25,0,0,5,5,0,0,0,2,6,7,2,14,0,13.9,-0.3,0.79,0
1263,1,1,2,15,1,1,1,13,14,10,10,0,0,0,1,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,0
1264,2,12,1,16,1,1,1,22,14,8,4,0,0,1,1,0,1,34,0,0,6,7,6,16.14286,0,0,6,10,6,16.2,0,9.4,-0.8,-3.12,1
1265,1,-1,2,12,1,1,1,23,27,10,6,1,0,0,1,0,1,18,0,0,8,8,7,11.78571,0,0,8,8,7,11.78571,0,12.7,3.7,-1.7,1
1266,1,1,-1,12,1,1,1,1,1,5,6,1,0,0,1,0,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,1
1267,1,1,1,14,1,1,1,23,28,10,11,0,0,0,1,0,0,20,0,0,6,8,6,12.5,0,0,6,10,5,14.16667,0,11.1,0.6,2.02,1
1268,1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,1,20,0,0,8,8,7,12.46429,0,0,8,8,7,12.46429,0,10.8,1.4,1.74,1
1270,1,12,1,14,1,1,1,22,27,-1,7,0,0,0,1,0,0,28,0,0,6,8,1,10,0,0,6,9,0,0,0,10.8,1.4,1.74,0
1272,1,14,1,9,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,1
1273,2,1,1,9,1,1,1,23,27,10,9,1,0,0,1,0,0,34,0,0,5,7,2,10,0,0,5,6,4,12,0,7.6,2.6,0.32,0
1274,2,-1,1,16,1,1,1,22,27,8,9,0,0,0,1,0,0,35,0,0,7,7,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,0
1275,1,-1,1,17,0,-1,1,22,27,10,8,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.33333,0,12.4,0.5,1.79,1
1276,1,8,2,11,1,1,1,13,14,5,8,1,0,0,1,0,0,19,0,0,6,8,6,12.16667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,1
1277,1,8,5,14,1,1,1,1,14,10,8,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.66667,0,11.1,0.6,2.02,1
1278,2,12,1,9,1,1,1,22,27,10,10,0,0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,0
1280,1,8,1,10,1,1,1,13,27,10,10,1,0,0,1,0,1,20,0,0,6,7,6,11.71429,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,1
1281,1,1,3,15,1,1,-1,13,14,5,10,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13,0,16.2,0.3,-0.92,1
1282,1,1,3,12,1,1,1,23,14,8,10,1,0,0,1,1,1,20,0,0,8,8,7,13.02429,0,0,8,8,7,13.02429,0,10.8,1.4,1.74,1
1283,1,8,5,11,1,1,1,1,14,5,8,1,0,0,0,1,0,18,0,0,6,12,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,0
1284,1,1,1,7,1,1,1,13,14,5,5,0,0,0,1,1,1,18,0,0,5,6,5,17.33333,0,0,5,8,5,18.57143,0,12.4,0.5,1.79,1
1285,1,1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,1,20,0,0,5,7,4,11,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,1
1286,1,8,2,16,1,1,1,13,28,4,4,1,0,0,1,1,0,19,0,0,7,10,6,13.66667,0,0,7,9,6,12.5,0,12.4,0.5,1.79,0
1288,1,1,1,10,1,1,1,13,1,10,10,0,0,0,1,1,0,19,0,0,6,6,6,12.83333,0,0,6,8,6,11.83333,0,10.8,1.4,1.74,1
1289,1,1,1,15,1,1,1,-1,27,-1,-1,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,1
1290,1,1,1,12,1,1,1,13,14,10,8,1,0,0,1,1,0,22,0,0,7,8,6,14.33333,0,0,8,9,7,13.77143,0,11.1,0.6,2.02,1
1292,1,1,1,12,1,1,1,23,28,10,10,0,0,0,1,1,0,19,0,0,8,8,7,14.28571,0,0,8,8,7,14.28571,0,12.7,3.7,-1.7,1
1293,1,15,1,4,1,14,1,1,14,10,8,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10,0,13.9,-0.3,0.79,0
1294,1,8,5,7,1,1,-1,-1,-1,3,10,1,0,0,1,1,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,8.9,1.4,3.51,1
1295,2,12,1,4,1,1,1,1,-1,10,4,0,0,1,0,1,0,34,0,0,6,7,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,0
1296,2,12,1,3,0,12,1,1,1,5,5,0,0,0,1,1,0,24,0,0,6,14,1,10,0,0,5,5,0,0,0,16.2,0.3,-0.92,0
1297,1,12,2,14,1,1,1,-1,-1,-1,-1,1,0,0,1,1,0,26,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,0
1298,1,12,1,12,1,1,1,22,27,10,7,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,0
1299,1,1,1,17,0,1,1,-1,27,5,10,1,0,0,1,1,0,22,0,0,5,9,5,12.42857,1,0,5,7,5,11.8,0,7.6,2.6,0.32,1
1301,1,8,1,9,1,1,1,1,14,4,5,0,0,0,1,1,0,19,0,0,5,7,3,12.33333,0,0,5,5,0,0,0,8.9,1.4,3.51,0
1302,1,1,5,11,1,1,1,3,14,4,10,1,0,0,0,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,0
1303,1,15,1,2,1,14,1,3,3,3,3,0,0,1,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,1
1304,1,-1,1,14,1,1,1,3,3,-1,11,0,0,1,1,1,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.33333,0,11.1,0.6,2.02,1
1305,1,1,2,15,1,1,1,1,14,8,8,1,0,0,1,0,1,19,0,0,6,7,6,14.71429,0,0,6,6,6,15,0,13.9,-0.3,0.79,1
1306,1,1,3,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,12.66667,0,0,6,7,6,12.83333,0,12.7,3.7,-1.7,1
1307,1,-1,1,4,1,-1,1,1,28,-1,9,0,0,0,1,0,1,23,0,7,12,14,12,14.38462,0,5,10,12,10,13.3,0,8.9,1.4,3.51,1
1308,1,8,3,9,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,1
1309,1,-1,1,12,1,1,1,22,28,6,8,1,0,0,1,0,0,18,0,0,8,8,7,13.31429,0,0,8,8,7,13.31429,0,12.7,3.7,-1.7,1
1310,1,1,3,12,1,1,1,23,28,10,10,1,0,0,1,0,0,19,0,0,8,8,7,11.98857,0,0,8,8,7,11.98857,0,10.8,1.4,1.74,1
1311,1,-1,1,9,1,-1,1,1,14,-1,-1,1,0,0,1,0,0,21,0,6,11,17,11,11.54545,0,3,9,13,8,12.88889,0,8.9,1.4,3.51,1
1312,1,1,1,6,1,1,1,22,27,10,7,1,0,0,1,0,1,18,0,0,6,13,6,16.46154,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,1
1313,1,1,1,15,1,1,1,23,27,10,6,1,0,0,1,0,1,24,0,0,6,7,6,13.66667,0,0,6,6,6,12.83333,0,10.8,1.4,1.74,1
1314,1,1,4,12,1,1,1,3,-1,3,4,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.41111,0,16.2,0.3,-0.92,0
1316,1,8,2,12,1,1,1,13,27,10,8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,1
1318,1,1,5,15,1,1,1,-1,28,-1,9,1,0,0,0,0,1,18,0,0,6,12,3,12,0,0,6,15,3,10.66667,0,7.6,2.6,0.32,0
1319,1,14,1,11,1,1,1,1,14,6,8,0,0,0,1,0,1,19,0,0,6,11,4,12,0,0,6,14,3,11,0,10.8,1.4,1.74,0
1320,1,8,2,16,1,1,1,1,28,5,9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,1
1321,1,1,5,10,1,-1,1,1,28,10,4,0,0,1,1,0,0,18,0,0,6,6,6,12.16667,0,0,6,6,6,12.33333,0,10.8,1.4,1.74,1
1323,1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,1
1324,1,8,-1,-1,1,1,1,23,28,6,6,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,1
1326,1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,14.33333,0,0,7,7,6,14.33333,0,7.6,2.6,0.32,1
1328,1,8,1,11,1,1,1,-1,28,-1,8,1,0,1,0,0,0,19,0,0,6,14,1,10,0,0,6,13,0,0,0,7.6,2.6,0.32,0
1329,1,1,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.62222,0,12.4,0.5,1.79,1
1331,1,8,3,-1,1,1,1,13,28,10,8,0,0,0,1,0,1,18,0,0,7,9,7,12.85556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,1
1332,1,1,1,12,1,1,1,1,1,4,11,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.99444,0,11.1,0.6,2.02,1
1333,1,1,1,-1,1,1,1,3,1,-1,4,0,0,0,0,0,0,23,0,0,5,9,0,0,3,1,5,10,1,12,3,10.8,1.4,1.74,0
1335,1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,0,0,7,7,7,13.28571,0,0,8,9,8,13.33333,0,16.2,0.3,-0.92,1
1339,1,14,1,-1,1,1,1,1,14,10,10,1,0,0,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11,1,15.5,2.8,-4.06,0
1340,1,-1,1,12,1,1,1,22,28,8,9,1,0,0,1,0,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,1
1341,1,15,1,10,1,1,1,22,27,-1,10,0,0,0,1,0,1,21,0,3,6,6,6,12.33333,0,2,6,8,6,11.33333,0,13.9,-0.3,0.79,1
1342,1,1,5,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,1
1343,1,8,1,6,1,1,1,13,28,8,8,1,0,0,1,0,1,20,0,0,5,8,5,12,1,0,5,8,4,15,1,12.7,3.7,-1.7,1
1344,1,1,1,16,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,6,8,5,13,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,1
1345,1,8,1,5,1,1,1,1,1,5,9,1,0,1,0,0,1,18,0,0,6,6,6,11.83333,0,0,6,8,6,11,0,12.7,3.7,-1.7,0
1346,1,1,3,6,1,1,1,1,3,5,5,1,0,0,1,0,0,18,0,0,6,8,6,14,0,0,6,9,6,13.33333,0,8.9,1.4,3.51,1
1347,1,8,4,15,1,1,1,1,1,4,4,1,0,0,1,0,1,18,0,0,6,6,6,12.33333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,1
1350,1,12,1,6,1,12,1,13,14,5,10,1,0,0,1,0,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.83333,0,8.9,1.4,3.51,1
1351,1,1,1,2,1,1,1,1,1,4,4,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,1
1352,1,1,3,12,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,8,8,7,15.65714,0,0,8,8,7,15.65714,0,12.7,3.7,-1.7,1
1353,1,1,2,5,1,1,1,1,14,5,4,0,0,0,1,0,0,19,0,0,6,6,6,12.16667,0,0,6,6,6,11.33333,0,12.7,3.7,-1.7,1
1354,1,8,2,16,1,1,1,23,14,5,10,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,0
1357,1,12,1,15,1,1,1,-1,27,-1,-1,0,0,0,1,0,0,26,0,0,6,8,4,11.75,0,0,6,12,0,0,0,7.6,2.6,0.32,0
1358,1,12,1,11,1,12,1,13,1,10,6,0,0,1,0,1,0,36,0,0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,0
1359,1,8,1,2,1,1,1,1,1,5,11,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,0
1360,1,-1,1,7,1,1,1,13,27,10,10,0,0,0,0,1,0,27,0,0,5,0,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,0
1361,1,1,4,7,1,1,1,3,1,-1,-1,0,0,0,1,1,0,18,0,0,5,9,1,13,0,0,5,5,0,0,0,8.9,1.4,3.51,0
1362,1,1,4,12,1,1,1,22,28,10,10,1,0,0,1,1,1,18,0,0,8,8,7,13.33143,0,0,8,8,7,13.33143,0,10.8,1.4,1.74,1
1363,1,12,1,5,1,1,1,23,28,6,6,0,0,0,1,1,0,28,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,0
1364,1,15,1,2,1,14,1,13,1,10,10,1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,1
1365,1,1,1,12,1,1,1,13,27,5,10,0,0,0,1,1,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,1
1366,1,12,1,14,1,-1,1,-1,-1,4,4,0,0,1,0,1,0,26,0,0,5,5,0,0,0,0,5,5,0,0,5,9.4,-0.8,-3.12,0
1367,1,-1,1,7,1,1,1,1,14,4,6,1,0,0,1,1,0,20,0,4,9,12,9,13.45455,0,2,7,9,6,13.875,0,11.1,0.6,2.02,0
1368,1,1,-1,12,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,1
1369,1,1,1,9,1,1,1,13,14,8,4,1,0,0,1,1,0,21,0,0,5,8,3,10,0,0,5,10,4,11,0,12.7,3.7,-1.7,0
1370,1,-1,1,14,1,-1,1,1,14,10,10,0,0,0,1,1,1,23,0,0,6,7,5,13,0,0,6,7,6,12.85714,0,8.9,1.4,3.51,1
1371,1,12,1,3,0,-1,1,23,27,5,9,0,0,0,1,1,0,29,0,0,6,11,6,12,0,0,6,6,6,14,0,11.1,0.6,2.02,1
1372,1,1,1,12,1,1,1,1,1,10,10,0,0,0,1,1,0,20,0,0,8,8,7,15.02857,0,0,8,8,7,15.02857,0,12.7,3.7,-1.7,1
1373,1,1,1,10,1,1,1,1,14,6,10,0,0,0,1,1,0,18,0,0,6,8,6,12,0,0,6,7,6,11.71429,0,15.5,2.8,-4.06,1
1374,1,1,1,15,1,1,1,1,28,4,6,1,0,0,1,1,0,19,0,0,6,8,5,12,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,1
1375,1,-1,1,-1,1,-1,1,1,27,5,9,0,0,0,0,1,0,23,0,3,7,7,3,13.66667,0,3,8,8,3,11.33333,4,10.8,1.4,1.74,0
1376,1,1,1,2,1,1,1,23,1,6,-1,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,0
1378,1,1,1,2,1,1,1,22,14,8,8,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,1
1379,1,1,5,5,1,1,1,13,27,6,6,1,0,1,0,1,0,21,0,0,6,6,1,14,0,0,6,7,0,0,7,9.4,-0.8,-3.12,0
1380,1,-1,1,10,1,1,1,1,1,6,10,0,0,0,1,1,0,22,0,0,6,6,0,0,0,0,6,7,0,0,0,11.1,0.6,2.02,0
1381,1,-1,1,-1,1,1,1,3,14,3,9,1,0,0,1,1,0,21,0,0,7,8,7,12.375,0,0,7,11,5,12.58333,0,8.9,1.4,3.51,1
1382,1,12,1,12,1,1,1,23,14,10,10,1,0,0,0,1,0,32,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,0
1383,1,-1,1,4,1,-1,1,1,14,5,-1,1,0,0,1,1,0,27,0,14,18,21,18,11.42105,0,10,13,16,13,11.07692,1,15.5,2.8,-4.06,1
1384,1,1,1,12,1,1,1,13,28,10,9,1,0,0,1,1,0,18,0,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,1
1385,1,12,1,5,1,1,1,1,1,6,4,1,0,0,1,1,1,24,0,0,6,6,6,15,0,0,6,6,2,16,0,15.5,2.8,-4.06,1
1386,1,1,1,-1,1,1,1,13,27,-1,10,1,0,0,1,1,0,22,0,0,5,9,2,10.5,0,0,5,5,0,0,0,12.7,3.7,-1.7,0
